Data,Grup_Edat,Genere,HAV,HB,HC,HCR,HJT,HSP,HVD
2025-02-11,0-14,Home,0.0,0.0,0.0,0.0,0.0,1.0,0.0
2025-02-11,15-44,Dona,3.0,2.0,2.0,0.0,1.0,1.0,0.0
2025-02-11,15-44,Home,0.0,2.0,0.0,1.0,2.0,0.0,0.0
2025-02-11,45-64,Dona,0.0,2.0,3.0,0.0,3.0,2.0,0.0
2025-02-11,45-64,Home,1.0,1.0,0.0,1.0,0.0,0.0,0.0
2025-02-11,65+,Dona,0.0,8.0,4.0,0.0,1.0,2.0,0.0
2025-02-11,65+,Home,0.0,3.0,2.0,3.0,3.0,2.0,3.0
2025-02-12,0-14,Dona,0.0,1.0,0.0,0.0,3.0,1.0,0.0
2025-02-12,0-14,Home,3.0,0.0,1.0,0.0,0.0,0.0,0.0
2025-02-12,15-44,Dona,4.0,1.0,0.0,0.0,2.0,1.0,1.0
2025-02-12,15-44,Home,0.0,1.0,1.0,0.0,0.0,0.0,0.0
2025-02-12,45-64,Dona,0.0,0.0,2.0,1.0,1.0,1.0,0.0
2025-02-12,45-64,Home,0.0,3.0,2.0,0.0,3.0,2.0,0.0
2025-02-12,65+,Dona,3.0,1.0,3.0,1.0,2.0,0.0,4.0
2025-02-12,65+,Home,4.0,2.0,1.0,2.0,0.0,3.0,3.0
2025-02-13,0-14,Dona,0.0,1.0,1.0,0.0,0.0,1.0,0.0
2025-02-13,0-14,Home,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2025-02-13,15-44,Dona,1.0,0.0,2.0,1.0,4.0,2.0,2.0
2025-02-13,15-44,Home,0.0,2.0,1.0,1.0,1.0,2.0,0.0
2025-02-13,45-64,Dona,2.0,0.0,2.0,0.0,2.0,1.0,2.0
2025-02-13,45-64,Home,2.0,1.0,3.0,1.0,2.0,0.0,1.0
2025-02-13,65+,Dona,4.0,4.0,4.0,2.0,4.0,1.0,1.0
2025-02-13,65+,Home,4.0,6.0,1.0,2.0,1.0,1.0,3.0
2025-02-14,0-14,Dona,0.0,0.0,1.0,0.0,1.0,5.0,1.0
2025-02-14,0-14,Home,0.0,1.0,0.0,1.0,0.0,0.0,1.0
2025-02-14,15-44,Dona,1.0,1.0,2.0,0.0,6.0,0.0,0.0
2025-02-14,15-44,Home,0.0,2.0,2.0,0.0,3.0,2.0,2.0
2025-02-14,45-64,Dona,0.0,2.0,2.0,0.0,0.0,5.0,0.0
2025-02-14,45-64,Home,3.0,0.0,3.0,1.0,1.0,0.0,1.0
2025-02-14,65+,Dona,6.0,4.0,4.0,0.0,6.0,5.0,5.0
2025-02-14,65+,Home,1.0,3.0,3.0,2.0,2.0,4.0,2.0
2025-02-15,0-14,Dona,1.0,0.0,0.0,0.0,2.0,1.0,0.0
2025-02-15,0-14,Home,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2025-02-15,15-44,Dona,1.0,2.0,1.0,2.0,0.0,1.0,0.0
2025-02-15,15-44,Home,0.0,2.0,1.0,0.0,1.0,2.0,1.0
2025-02-15,45-64,Dona,3.0,0.0,3.0,0.0,3.0,1.0,1.0
2025-02-15,45-64,Home,1.0,1.0,1.0,2.0,3.0,2.0,1.0
2025-02-15,65+,Dona,5.0,6.0,4.0,0.0,2.0,1.0,9.0
2025-02-15,65+,Home,2.0,4.0,0.0,2.0,4.0,4.0,3.0
2025-02-16,0-14,Dona,0.0,1.0,1.0,1.0,0.0,0.0,0.0
2025-02-16,0-14,Home,0.0,0.0,2.0,0.0,0.0,2.0,0.0
2025-02-16,15-44,Dona,0.0,1.0,1.0,0.0,0.0,1.0,1.0
2025-02-16,15-44,Home,1.0,4.0,0.0,1.0,1.0,1.0,1.0
2025-02-16,45-64,Dona,1.0,1.0,2.0,0.0,1.0,0.0,2.0
2025-02-16,45-64,Home,3.0,0.0,0.0,1.0,1.0,3.0,1.0
2025-02-16,65+,Dona,0.0,3.0,5.0,0.0,2.0,3.0,3.0
2025-02-16,65+,Home,6.0,2.0,2.0,1.0,4.0,4.0,1.0
2025-02-17,0-14,Dona,2.0,0.0,0.0,0.0,1.0,3.0,0.0
2025-02-17,0-14,Home,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2025-02-17,15-44,Dona,4.0,4.0,0.0,1.0,1.0,0.0,1.0
2025-02-17,15-44,Home,2.0,1.0,0.0,1.0,1.0,1.0,1.0
2025-02-17,45-64,Dona,1.0,0.0,1.0,1.0,0.0,0.0,3.0
2025-02-17,45-64,Home,2.0,1.0,1.0,0.0,1.0,0.0,1.0
2025-02-17,65+,Dona,2.0,3.0,4.0,0.0,0.0,1.0,2.0
2025-02-17,65+,Home,4.0,2.0,1.0,1.0,1.0,3.0,0.0
2025-02-18,0-14,Dona,2.0,2.0,0.0,1.0,0.0,0.0,0.0
2025-02-18,0-14,Home,2.0,0.0,0.0,1.0,1.0,0.0,1.0
2025-02-18,15-44,Dona,4.0,5.0,1.0,1.0,1.0,1.0,1.0
2025-02-18,15-44,Home,1.0,4.0,1.0,1.0,2.0,1.0,2.0
2025-02-18,45-64,Dona,1.0,1.0,3.0,1.0,3.0,0.0,0.0
2025-02-18,45-64,Home,2.0,2.0,0.0,0.0,2.0,0.0,0.0
2025-02-18,65+,Dona,7.0,3.0,3.0,1.0,2.0,4.0,4.0
2025-02-18,65+,Home,6.0,3.0,1.0,2.0,1.0,1.0,3.0
2025-02-19,0-14,Dona,2.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-02-19,0-14,Home,0.0,1.0,0.0,0.0,0.0,0.0,1.0
2025-02-19,15-44,Dona,5.0,1.0,3.0,3.0,1.0,1.0,2.0
2025-02-19,15-44,Home,1.0,2.0,2.0,1.0,1.0,0.0,3.0
2025-02-19,45-64,Dona,1.0,0.0,2.0,0.0,1.0,2.0,1.0
2025-02-19,45-64,Home,3.0,1.0,0.0,2.0,2.0,1.0,1.0
2025-02-19,65+,Dona,4.0,2.0,3.0,1.0,2.0,4.0,5.0
2025-02-19,65+,Home,2.0,3.0,1.0,1.0,2.0,2.0,3.0
2025-02-20,0-14,Dona,0.0,1.0,1.0,1.0,0.0,0.0,0.0
2025-02-20,0-14,Home,2.0,1.0,0.0,1.0,0.0,1.0,2.0
2025-02-20,15-44,Dona,2.0,4.0,1.0,0.0,2.0,0.0,4.0
2025-02-20,15-44,Home,3.0,2.0,1.0,2.0,2.0,5.0,1.0
2025-02-20,45-64,Dona,1.0,5.0,0.0,1.0,1.0,4.0,1.0
2025-02-20,45-64,Home,2.0,1.0,2.0,0.0,0.0,1.0,0.0
2025-02-20,65+,Dona,1.0,5.0,2.0,3.0,5.0,3.0,3.0
2025-02-20,65+,Home,5.0,2.0,4.0,2.0,4.0,3.0,1.0
2025-02-21,0-14,Dona,1.0,0.0,1.0,0.0,0.0,0.0,1.0
2025-02-21,0-14,Home,0.0,1.0,3.0,0.0,1.0,2.0,2.0
2025-02-21,15-44,Dona,2.0,3.0,0.0,0.0,1.0,1.0,2.0
2025-02-21,15-44,Home,3.0,1.0,1.0,0.0,0.0,5.0,1.0
2025-02-21,45-64,Dona,1.0,0.0,2.0,1.0,1.0,1.0,0.0
2025-02-21,45-64,Home,1.0,3.0,1.0,0.0,1.0,3.0,1.0
2025-02-21,65+,Dona,4.0,6.0,5.0,1.0,5.0,3.0,0.0
2025-02-21,65+,Home,4.0,2.0,4.0,2.0,2.0,2.0,0.0
2025-02-22,0-14,Dona,0.0,0.0,0.0,0.0,0.0,1.0,0.0
2025-02-22,0-14,Home,2.0,1.0,0.0,0.0,1.0,0.0,1.0
2025-02-22,15-44,Dona,0.0,1.0,5.0,1.0,0.0,1.0,1.0
2025-02-22,15-44,Home,3.0,2.0,1.0,2.0,0.0,1.0,2.0
2025-02-22,45-64,Dona,4.0,1.0,0.0,0.0,2.0,1.0,1.0
2025-02-22,45-64,Home,2.0,1.0,0.0,0.0,1.0,1.0,0.0
2025-02-22,65+,Dona,6.0,4.0,3.0,4.0,4.0,1.0,2.0
2025-02-22,65+,Home,2.0,2.0,0.0,1.0,4.0,1.0,1.0
2025-02-23,0-14,Dona,0.0,3.0,1.0,0.0,0.0,0.0,2.0
2025-02-23,0-14,Home,1.0,1.0,0.0,1.0,0.0,0.0,1.0
2025-02-23,15-44,Dona,1.0,2.0,1.0,1.0,1.0,0.0,1.0
2025-02-23,15-44,Home,0.0,1.0,1.0,1.0,0.0,3.0,1.0
2025-02-23,45-64,Dona,0.0,3.0,0.0,3.0,2.0,0.0,1.0
2025-02-23,45-64,Home,0.0,1.0,1.0,1.0,2.0,2.0,0.0
2025-02-23,65+,Dona,3.0,0.0,2.0,2.0,0.0,3.0,1.0
2025-02-23,65+,Home,2.0,1.0,1.0,0.0,1.0,0.0,0.0
2025-02-24,0-14,Dona,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-02-24,0-14,Home,2.0,1.0,0.0,0.0,0.0,0.0,1.0
2025-02-24,15-44,Dona,0.0,3.0,0.0,1.0,1.0,1.0,1.0
2025-02-24,15-44,Home,3.0,1.0,2.0,0.0,1.0,0.0,3.0
2025-02-24,45-64,Dona,1.0,3.0,1.0,0.0,0.0,3.0,0.0
2025-02-24,45-64,Home,0.0,1.0,1.0,1.0,1.0,2.0,0.0
2025-02-24,65+,Dona,0.0,2.0,2.0,2.0,1.0,0.0,1.0
2025-02-24,65+,Home,5.0,4.0,3.0,0.0,0.0,4.0,0.0
2025-02-25,0-14,Dona,1.0,1.0,0.0,0.0,1.0,0.0,1.0
2025-02-25,0-14,Home,2.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-02-25,15-44,Dona,1.0,1.0,0.0,0.0,1.0,2.0,0.0
2025-02-25,15-44,Home,1.0,2.0,3.0,1.0,0.0,2.0,1.0
2025-02-25,45-64,Dona,1.0,1.0,1.0,0.0,0.0,4.0,1.0
2025-02-25,45-64,Home,0.0,0.0,0.0,0.0,0.0,2.0,1.0
2025-02-25,65+,Dona,4.0,4.0,1.0,1.0,2.0,2.0,2.0
2025-02-25,65+,Home,2.0,9.0,1.0,4.0,3.0,3.0,1.0
2025-02-26,0-14,Dona,0.0,2.0,2.0,0.0,0.0,0.0,0.0
2025-02-26,0-14,Home,1.0,1.0,0.0,0.0,0.0,0.0,0.0
2025-02-26,15-44,Dona,0.0,3.0,1.0,0.0,3.0,2.0,2.0
2025-02-26,15-44,Home,2.0,1.0,2.0,0.0,1.0,1.0,2.0
2025-02-26,45-64,Dona,2.0,4.0,2.0,1.0,1.0,2.0,2.0
2025-02-26,45-64,Home,1.0,1.0,1.0,0.0,0.0,1.0,1.0
2025-02-26,65+,Dona,1.0,2.0,4.0,0.0,2.0,0.0,1.0
2025-02-26,65+,Home,2.0,5.0,3.0,1.0,2.0,3.0,0.0
2025-02-27,0-14,Dona,1.0,1.0,1.0,1.0,1.0,0.0,1.0
2025-02-27,0-14,Home,2.0,0.0,0.0,1.0,0.0,0.0,0.0
2025-02-27,15-44,Dona,1.0,3.0,0.0,1.0,1.0,1.0,1.0
2025-02-27,15-44,Home,1.0,2.0,3.0,1.0,2.0,3.0,1.0
2025-02-27,45-64,Dona,4.0,1.0,1.0,2.0,1.0,1.0,2.0
2025-02-27,45-64,Home,2.0,1.0,0.0,0.0,2.0,2.0,2.0
2025-02-27,65+,Dona,6.0,3.0,1.0,1.0,3.0,3.0,2.0
2025-02-27,65+,Home,5.0,3.0,5.0,2.0,1.0,6.0,3.0
2025-02-28,0-14,Dona,1.0,1.0,0.0,0.0,0.0,0.0,0.0
2025-02-28,0-14,Home,0.0,3.0,2.0,0.0,0.0,1.0,2.0
2025-02-28,15-44,Dona,3.0,1.0,2.0,0.0,2.0,1.0,0.0
2025-02-28,15-44,Home,1.0,2.0,3.0,0.0,3.0,2.0,0.0
2025-02-28,45-64,Dona,1.0,1.0,0.0,1.0,1.0,1.0,2.0
2025-02-28,45-64,Home,0.0,1.0,3.0,1.0,3.0,5.0,1.0
2025-02-28,65+,Dona,9.0,3.0,2.0,2.0,2.0,4.0,5.0
2025-02-28,65+,Home,6.0,3.0,1.0,1.0,3.0,4.0,1.0
2025-03-01,0-14,Dona,1.0,0.0,1.0,0.0,1.0,1.0,0.0
2025-03-01,0-14,Home,0.0,1.0,1.0,0.0,0.0,0.0,3.0
2025-03-01,15-44,Dona,1.0,0.0,2.0,2.0,2.0,1.0,1.0
2025-03-01,15-44,Home,1.0,4.0,1.0,0.0,3.0,1.0,1.0
2025-03-01,45-64,Dona,2.0,1.0,2.0,2.0,1.0,2.0,1.0
2025-03-01,45-64,Home,1.0,6.0,0.0,0.0,1.0,0.0,0.0
2025-03-01,65+,Dona,1.0,5.0,9.0,3.0,2.0,3.0,4.0
2025-03-01,65+,Home,3.0,3.0,5.0,1.0,2.0,1.0,1.0
